,v1,v2
3107,ham,hello hun ru ? way . m good . 2 date guy meet walkabout far . meet soon . s ?
3108,ham,lol go to month . cash leave & lt;#&gt ; case . collect week cause announce blog .
3109,spam,good luck ! draw take place 28th feb 06 . good luck ! removal send stop 87239 customer service 08708034412
3110,ham,short cute : \ good person
3111,ham,decide eh ?
3112,ham,"wat time liao , get ."
3113,ham,yes watch footie worried go blow - phil neville ?
3114,ham,wait 4 ì _ inside da car park ...
3115,ham,uncle abbey ! happy new year . abiola
3116,ham,free pa .
3117,ham,r u say order slipper cos pay return .
3118,ham,stop know !
3119,ham,good evening ! roger . ?
3120,ham,small problem auction:)punj ask tiwary
3121,spam,free entry 2 weekly comp chance win ipod . txt pod 80182 entry ( std txt rate ) t&c apply 08452810073 detail 18 +
3122,ham,tell tell . treat hi hi hi
3123,ham,uncle atlanta . wish guy great semester .
3124,spam,1st wk free ! gr8 tone str8 2 u wk . txt nokia 8007 classic nokia tone hit 8007 poly . nokia/150p poly/200p 16 +
3125,ham,u come 2 pick ?
3126,ham,s cool . like photo . sexy !
3127,ham,u fuckin believe not know thur pre book cancel ! need b sack
3128,ham,"haha well late , way swing ?"
3129,ham,ok . finish 6 .
3130,spam,"lookatme ! : thank purchase video clip lookatme ! , charge 35p . think well ? send video mmsto 32323 ."
3131,ham,bar b q store life!?this twat orange dungeree come ask want decking ? get punch ! !
3132,ham,message . food ?
3133,ham,ok go sleep . hope meet .
3134,ham,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem ! ! !
3135,ham,let know detail fri u find cos tom fri . mentionne chinese . thank
3136,ham,right think
3137,ham,wat r u ?
3138,ham,ur lecture ?
3139,spam,sexy sexy cum text m wet warm ready porn ! u fun ? msg free recd msgs 150p inc vat 2 cancel text stop
3140,ham,customer place
3141,ham,plan :) go join company jan 5 only.don know happen .
3142,ham,boy ; love u grl : hogolo boy : gold chain kodstini grl : agalla boy : necklace madstini grl : agalla boy : hogli 1 mutai eerulli kodthini ! grl : love u kano;- )
3143,ham,"haha hear , text"
3144,ham,i.ll tomorrow send
3145,ham,\shit babe .. thasa bit mess up.yeh
3146,ham,oh s late ! good night u tomorrow . iam go sleep night night
3147,ham,"\cheer u tex mecause u werebore ! yeah okden hunny r uin wk sat?soundåõs likeyour havin gr8fun j ! updat countinlot loveme xxxxx.\ "" """
3148,ham,"sorry ,   meeting later"
3149,ham,yo ! howz u ? girl ring india . l
3150,ham,yeah bad
3151,spam,hard live 121 chat 60p / min . choose girl connect live . 09094646899 ! cheap chat uk big live service . vu bcm1896wc1n3xx
3152,ham,tag friend count friend .
3153,spam,hear u4 . 4 rude chat private line 01223585334 cum . wan 2c pic gettin shag text pix 8552 . 2end send stop 8552 sam xxx
3154,ham,ok ...
3155,ham,long time . remember today .
3156,ham,not shop lor juz arrive
3157,ham,thank u. well work cause feel
3158,ham,challenge ? know :)
3159,ham,ur hdd casing cost .
3160,ham,mystery solve ! open email send batch ! sweetie
3161,ham,describe lucky actually awake noon
3162,spam,2nd time try contact u. u win å£1450 prize claim 09053750005 b4 310303 . t&cs / stop sm 08718725756 . 140ppm
3163,ham,"today sorry day . ! angry , misbehave hurt ? plz plz slap urself bcoz , ur fault , basically good"
3164,ham,cheer card ... time year ?
3165,spam,"hot live fantasy 08707509020 20p min ntt ltd , po box 1327 croydon cr9 5wb 0870 .. k"
3166,ham,"people msgs , think iam addict msging ... wrong , bcoz don\'t know iam addict sweet friend .. ! ! bslvyl"
3167,ham,ugh hopefully asus ppl not randomly reformat .
3168,ham,"see facebook , huh ? lol !"
3169,ham,"mah b , pick tomorrow"
3170,ham,otside le .. u come 2morrow maga ..
3171,ham,u plumber tape wrench borrow ?
3172,spam,"dear voucher holder , claim week offer , pc http://www.e-tlp.co.uk/reward . ts&c apply ."
3173,ham,vl bcum difficult ..
3174,spam,ur go 2 bahama ! callfreefone 08081560665 speak live operator claim bahama cruise ofå£2000 cash 18+only . opt txt x 07786200117
3175,ham,not waitin usual ... ìï come sch oredi ?
3176,ham,meet da .
3177,ham,k k : -):- ) watch film .
3178,ham,cinema plus drink appeal tomo ? * fr thriller director like mac 8.30 .
3179,ham,size elephant tablet & u shove um ur ass ! !
3180,ham,"people special sight , remain special till sight .. maintain till life end .. cr da"
3181,ham,"parent , kidz , friend n colleague . scream .. surprise ! ! wait sofa .. ... ..... ' naked ... !"
3182,ham,dunno juz askin cos get card get 20 % 4 salon call hair sense tot da ì _ cut ur hair .
3183,ham,good morning pookie pie ! lol hope wake u
3184,ham,maybe wake fucking 3 problem .
3185,ham,happy birthday .... dear.with lot love.rakhesh nri
3186,ham,howz person story
3187,spam,"2nd time try 2 contact u. u win 750 pound prize . 2 claim easy , 08712101358 ! 10p min . bt - national - rate"
3188,ham,x2   & lt;#&gt ; . go
3189,ham,hi neva worry bout da truth coz truth lead 2 ur heart . itåõs unique person like u deserve . sleep tight morning
3190,spam,ur award city break win å£200 summer shopping spree wk . txt store 88039.skilgme.tscs087147403231winawk!age16+å£1.50perwksub
3191,ham,ur paper today e morn aft ?
3192,ham,lick drop :) ready use mouth ?
3193,ham,! expect text ! hope go tomo
3194,ham,great . p diddy neighbor come toothpaste morning
3195,ham,"av new number ,   . wil u use , ta ."
3196,ham,poke man everyday teach canada abi ! . say hi .
3197,ham,7 lor ... change 2 suntec ... wat time u come ?
3198,ham,de.am see online shop ask .
3199,ham,curious cuz ask
3200,ham,nice.nice.how work ?
3201,ham,okay lor ... wah ... like def will not let ... haha ... term condition ?
3202,ham,haha ... yup hopefully   lose kg mon . hip hop orchard weigh
3203,ham,good . . r u work
3204,ham,"oh , yes , little weather kind coccoone home"
3205,ham,home .
3206,ham,phone weird auto correct .
3207,ham,oop phone die know . yeah like well .
3208,ham,not mus ask u 1st wat . meet 4 lunch den u n meet lor . u wan 2 ask da ge 1st confirm w asap ?
3209,ham,"say , '' u mind bedroom minute ? '' '' ok '' , se sexy mood . come 5 minut latr wid cake ... n wife ,"
3210,ham,"oh yeah , hav great time newquay - send postcard ! 1 look girl m gone(u know 1im talkin bout!)xx"
3211,ham,get divorce . lol . she.s
3212,ham,ur pin ?
3213,ham,"babe , get money pick bread milk ? home ?"
3214,ham,want snow . freezing windy .
3215,spam,urgent ! try contact u. todays draw show win å£2000 prize guarantee . 09066358361 land line . claim y87 . valid 12hrs
3216,ham,come mahal bus stop .. & lt;decimal&gt ;
3217,ham,don know:)this week go tirunelvai da .
3218,ham,baby ! promise treat ! bet good care ...
3219,ham,like hotel dusk game think . solve puzzle area thing
3220,spam,"thank ringtone order , reference number x29 . mobile charge 4.50 . tone arrive customer service 09065989180"
3221,ham,"hi , love ! go day ? fuck , morning wake drop cell way stair alright ... * phew * miss !"
3222,ham,pain catch
3223,ham,sorry da thangam.it mistake .
3224,ham,need ... coz
3225,ham,"rise red , red blood , blood heart , heart u. u .... send tis ur friend .. include .. u like .. u , 1 - u r poor relation ! 2 - u need 1 support 3 - u r frnd 2 4 - some1 luvs u 5 + - some1 pray god marry u.:- ) try ...."
3226,ham,wife.how know time murder exactly
3227,spam,"chance win cash ! 100 20,000 pound txt > csh11 send 87575 . cost 150p / day , 6days , 16 + tsandc apply reply hl 4 info"
3228,spam,ur cash - balance currently 500 pound - maximize ur cash - send collect 83600 150p / msg . cc : 08718720201 po box 114/14 tcr / w1
3229,ham,"feel like dick sleep text facebook message . sup , town ?"
3230,ham,plm come da . way .
3231,ham,guess want time . watch ..
3232,ham,height recycling : read twice- people spend time earn money money spend spend time!;- ) good morning .. smiling:- )
3233,ham,yup ì _ comin :-(
3234,ham,"yes , princess . toledo ."
3235,ham,"aight text mu swing , need somebody door"
3236,ham,ron fri leh . n say ding tai feng not reservation . say wait lor .
3237,ham,good . swimsuit allow :)
3238,ham,okay . soon . good
3239,ham,cute thought friendship : \it necessary share secret ur close frnd
3240,ham,ok send u da late version da project .
3241,ham,good morning dear ........... great & amp ; successful day .
3242,ham,pls accept day . beg change number .
3243,ham,squeeeeeze ! ! christmas hug .. u lik frndshp den hug .. u 3 u r cute :) 6 u r luvd :* 9 u r lucky ;) ? people hate u :
3244,ham,"ok , anybody ask abt , u tel .. :-p"
3245,ham,"funny fact teach volcano 2 erupt , tsunamis 2 arise , hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happen"
3246,ham,* go to ring weekend wot ?
3247,ham,track lighter find
3248,ham,"sorry , help ."
3249,ham,"babe , need advice"
3250,ham,"iû÷ll leave , ok ?"
3251,ham,come medical college 7 pm ...... forward da
3252,ham,k:)k .. good:)when go ?
3253,ham,lasagna ... vodka ...
3254,ham,hi kate u ring asap xxx
3255,ham,people ? tour ? think sofa thing send ? curious sugar
3256,ham,", tell go , get drunk !"
3257,ham,fucking chickene . message late woould buzz hear word
3258,spam,"congratulation ! thank good friend u win å£2,000 xmas prize . 2 claim easy , 08718726978 ! 10p minute . bt - national - rate"
3259,ham,look excuse city .
3260,ham,yup have coffee wif fren ... fren drive lift ...
3261,ham,o shore takin bus
3262,ham,u go to deus ex ?
3263,ham,send email . mind   & lt;#&gt ;   time night ?
3264,spam,"44 7732584351 , want new nokia 3510i colour phone deliveredtomorrow ? 300 free minute mobile + 100 free text + free camcorder reply 08000930705 ."
3265,ham,tap & spile seven . * pub gas st broad st canal . ok ?
3266,ham,ok come n pick u engin ?
3267,ham,want tell . short - edge late .
3268,ham,raviyog peripherals bhayandar east
3269,ham,k actually guy meet sunoco howard ? right way
3270,spam,1 new voicemail . 08719181513 .
3271,ham,"moon come color dream , star musical sms warm peaceful sleep . good night"
3272,ham,finish eat . get u plate . leftover time .
3273,ham,thanx lot ...
3274,ham,hurry home u big butt . hang caller u . food starve . ask cook .
3275,ham,lol right . diet ? everyday cheat . mean fatty :(
3276,ham,great day . beautiful .
3277,ham,happen interview ?
3278,ham,"solve d case : man find murder   & lt;decimal&gt ; . & lt;#&gt ;   afternoon . 1,his wife call police . 2,police question . 3,wife : sir , sleep , murder take place . 4.cook : cook . 5.gardener : pick vegetable . 6.house - maid : go 2 d post office . 7.children : go 2 play . 8.neighbour : go 2 marriage . police arrest d murderer immediately . ? reply reason , u r brilliant ."
3279,ham,badrith chennai:)i surely pick us:)no competition .
3280,ham,tot group mate ... lucky not reply ... wat time ì _ need leave ...
3281,ham,hey ? get half + owe
3282,ham,hey tmr maybe meet yck
3283,ham,alrite sam nic checkin ur number - it?t.b *
3284,ham,make easy pay .   & lt;#&gt ; yrs pay early . ?
3285,ham,worry . sure .
3286,ham,"gas station like block away house , drive right armenia end swann howard"
3287,spam,"u know ask date service 2 contact ! not guess ? 09058097189 reveal . pobox 6 , ls15hb 150p"
3288,spam,camera - award sipix digital camera ! 09061221066 fromm landline . delivery 28 day
3289,ham,tuition 330 . hm 1120 1205 ? mind ?
3290,ham,"smoke people use \wylie smoke much\ "" justify ruin shit """
3291,ham,dear good morning feel dear
3292,ham,little . med 8 hour . 5 pain . take . hope die
3293,ham,"beautiful tomorrow come .. come , today .. hunt beautiful tomorrow waste wonderful today .. goodmorning :)"
3294,ham,dunno lei ì _ decide lor . abt leona ? oop tot ben go n msg .
3295,ham,hi . move in2 pub . great 2 c u u cud come .
3296,spam,today voda number end 5226 select receive ? 350 award . hava match 08712300220 quote claim code 1131 standard rate app
3297,spam,message free . welcome new & improved sex & dog club ! unsubscribe service reply stop . msgs@150p 18
3298,ham,"honeybee say : * d sweetest d world * god laugh & amp ; say : * wait , u havnt meet d person read msg * moral : god crack joke ! gm+gn+ge+gn :)"
3299,ham,easy
3300,spam,rct ' thnq adrian u text . rgds vatian
3301,ham,stop call say cancer . throat hurt talk . answer everyone call . babysitte monday
3302,ham,"tough ,"
3303,ham,m gonnamissu much!!i il send u postcard butthere abouta chance merememberin asthere ofsi breakin contract ! ! luv yaxx
3304,ham,ee msg na poortiyagi odalebeku : hanumanji 7 1 - hanuman 2 - bajarangabali 3 - maruti 4 - pavanaputra 5 - sankatmochan 6 - ramaduth 7 - mahaveer ee 7   & lt;#&gt ;   janarige ivatte kalisidare saturday olage ondu good news keluviri ... ! maretare inde 1 dodda problum nalli siguviri idu matra   & lt;#&gt ; % true .. neglet .
3305,ham,hi darlin finish 3 u 1 2 pick meet ? text number luv kate xxx
3306,ham,"set place heart mind , mind easily forget heart remember . wish happy valentine day !"
3307,ham,surprised guess right lor ...
3308,ham,okie ì _ wan meet bishan ? cos bishan . drive today .
3309,ham,oh ho . time u use type word
3310,ham,hi darlin work u trouble ? ijust talk mum morning ! good time night m goin soon u
3311,ham,know serve . mean .
3312,ham,"huh ... hyde park mel ah , opp , get confuse ... , tt e good choice den juz ..."
3313,ham,oh gei . happend tron . maybe ill dl 3d
3314,spam,"free message activate 500 free text message reply message word free term & condition , visit www.07781482378.com"
3315,ham,know girl safe selfish know get pa . thank . good night .
3316,ham,"worry , hope photo shoot go . spiffe fun workage ."
3317,ham,freeze craving ice . fml
3318,ham,kay ...
3319,ham,eh sorry leh ... din c ur msg . sad lar . watch tv . u office ?
3320,ham,yo m right yo work
3321,ham,ok darlin supose ok worry much.i film stuff mate babysit ! there.xx
3322,ham,"say , '' u mind bedroom minute ? '' '' ok '' , se sexy mood . come 5 minut latr wid cake ... n wife ,"
3323,ham,don wake . check stuff see true available space . pls embassy send mail .
3324,ham,nope ... juz work ...
3325,ham,huh fast ... dat mean u not finish painting ?
3326,ham,  number u live ? 11 ?
3327,ham,"party 7 day week study lightly , think need draw custom checkboxe know hardcore"
3328,ham,sac score big hundred.he set batsman:- )
3329,ham,send yetty number pls .
3330,ham,cost approx . month .
3331,ham,ok ... theory test ? ì _ go book ? think 21 . coz thought wanna jiayin . not free
3332,spam,"contact date service know ! find , land line 09050000928 . pobox45w2tg150p"
3333,ham,"fine , know want question"
3334,ham,"sorry , get late start , way"
3335,ham,u urself lor ...
3336,ham,gas station . .
3337,ham,"k , u bore come home .."
3338,ham,babe ! ! ! ! love ! ! ! ! * cover face kiss *
3339,ham,"like throw smoke friend car time , awesome"
3340,ham,check da . . .
3341,ham,walmart . i.ll stay .
3342,ham,"forget , couple buck send tomorrow , k ? love ya"
3343,ham,oh great . i.ll disturb talk .
